data;currency;value
20240103;THB;0,1162
20240104;THB;0,1152
20240105;THB;0,1148
20240108;THB;0,1137
20240109;THB;0,1133
20240110;THB;0,1134
20240111;THB;0,1132
20240112;THB;0,1134
20240115;THB;0,1143
20240116;THB;0,1141
20240117;THB;0,1139
20240118;THB;0,1136
20240119;THB;0,1134
20240122;THB;0,112
20240123;THB;0,1124
20240124;THB;0,1125
20240125;THB;0,1125
20240126;THB;0,1134
20240129;THB;0,1134
20240130;THB;0,1139
20240131;THB;0,1131
20240201;THB;0,1129
20240202;THB;0,1125
20240205;THB;0,1124
20240206;THB;0,1135
20240207;THB;0,1134
20240208;THB;0,1125
20240209;THB;0,1117
20240212;THB;0,112
20240213;THB;0,1124
20240214;THB;0,1123
20240215;THB;0,1119
20240216;THB;0,112
20240219;THB;0,1118
20240220;THB;0,1109
20240221;THB;0,1115
20240222;THB;0,1111
20240223;THB;0,1109
20240226;THB;0,111
20240227;THB;0,1108
20240228;THB;0,1107
20240229;THB;0,111
20240301;THB;0,111
20240304;THB;0,1112
20240305;THB;0,1112
20240306;THB;0,111
20240307;THB;0,111
20240308;THB;0,1112
20240311;THB;0,1109
20240312;THB;0,1101
20240313;THB;0,1099
20240314;THB;0,11
20240315;THB;0,1101
20240318;THB;0,1099
20240319;THB;0,1105
20240320;THB;0,1103
20240321;THB;0,1094
20240322;THB;0,1098
20240325;THB;0,1094
20240326;THB;0,1094
20240327;THB;0,1095
20240328;THB;0,1099
20240329;THB;0,1097
20240402;THB;0,1092
20240403;THB;0,1086
20240404;THB;0,1077
20240405;THB;0,1079
20240408;THB;0,1077
20240409;THB;0,1076
20240410;THB;0,108
20240411;THB;0,1084
20240412;THB;0,1097
20240415;THB;0,1095
20240416;THB;0,111
20240417;THB;0,1108
20240418;THB;0,1104
20240419;THB;0,1104
20240422;THB;0,1095
20240423;THB;0,1096
20240424;THB;0,1092
20240425;THB;0,1088
20240426;THB;0,109
20240429;THB;0,1089
20240430;THB;0,1088
20240502;THB;0,1095
20240506;THB;0,1094
20240507;THB;0,1088
20240508;THB;0,1087
20240509;THB;0,1085
20240510;THB;0,1087
20240513;THB;0,1083
20240514;THB;0,1081
20240515;THB;0,1079
20240516;THB;0,1085
20240517;THB;0,1086
20240520;THB;0,1088
20240521;THB;0,1079
20240522;THB;0,108
20240523;THB;0,1079
20240524;THB;0,1073
20240527;THB;0,1071
20240528;THB;0,107
20240529;THB;0,1068
20240531;THB;0,107
20240603;THB;0,1072
20240604;THB;0,108
20240605;THB;0,108
20240606;THB;0,1082
20240607;THB;0,108
20240610;THB;0,109
20240611;THB;0,1101
20240612;THB;0,1099
20240613;THB;0,1095
20240614;THB;0,1109
20240617;THB;0,1106
20240103;USD;3,9909
20240104;USD;3,9684
20240105;USD;3,985
20240108;USD;3,9812
20240109;USD;3,9612
20240110;USD;3,9656
20240111;USD;3,968
20240112;USD;3,9746
20240115;USD;3,9963
20240116;USD;4,0358
20240117;USD;4,0434
20240118;USD;4,0437
20240119;USD;4,0289
20240122;USD;3,9972
20240123;USD;4,0133
20240124;USD;4,0131
20240125;USD;4,0189
20240126;USD;4,0393
20240129;USD;4,0326
20240130;USD;4,0301
20240131;USD;4,0135
20240201;USD;4,0047
20240202;USD;3,9641
20240205;USD;4,0244
20240206;USD;4,0484
20240207;USD;4,0362
20240208;USD;4,0292
20240209;USD;4,0096
20240212;USD;4,0189
20240213;USD;4,0136
20240214;USD;4,0593
20240215;USD;4,0495
20240216;USD;4,0325
20240219;USD;4,0269
20240220;USD;3,9994
20240221;USD;3,9966
20240222;USD;3,9804
20240223;USD;4,005
20240226;USD;3,9776
20240227;USD;3,9682
20240228;USD;3,9922
20240229;USD;3,9803
20240301;USD;3,9922
20240304;USD;3,982
20240305;USD;3,9838
20240306;USD;3,963
20240307;USD;3,9485
20240308;USD;3,9392
20240311;USD;3,9262
20240312;USD;3,9162
20240313;USD;3,9269
20240314;USD;3,9183
20240315;USD;3,9392
20240318;USD;3,9528
20240319;USD;3,9866
20240320;USD;3,9895
20240321;USD;3,9431
20240322;USD;3,9928
20240325;USD;3,9833
20240326;USD;3,9704
20240327;USD;3,9857
20240328;USD;4,0081
20240329;USD;3,9886
20240402;USD;4,0009
20240403;USD;3,9843
20240404;USD;3,9515
20240405;USD;3,9571
20240408;USD;3,9546
20240409;USD;3,9223
20240410;USD;3,9264
20240411;USD;3,9707
20240412;USD;3,9983
20240415;USD;4,0209
20240416;USD;4,0687
20240417;USD;4,0741
20240418;USD;4,0559
20240419;USD;4,0688
20240422;USD;4,054
20240423;USD;4,061
20240424;USD;4,0417
20240425;USD;4,0276
20240426;USD;4,0245
20240429;USD;4,0346
20240430;USD;4,0341
20240502;USD;4,0474
20240506;USD;4,0202
20240507;USD;4,0056
20240508;USD;4,0202
20240509;USD;4,0076
20240510;USD;3,9866
20240513;USD;3,9853
20240514;USD;3,9701
20240515;USD;3,9368
20240516;USD;3,9195
20240517;USD;3,9363
20240520;USD;3,9149
20240521;USD;3,9175
20240522;USD;3,9243
20240523;USD;3,9394
20240524;USD;3,9376
20240527;USD;3,9196
20240528;USD;3,9183
20240529;USD;3,9244
20240531;USD;3,9389
20240603;USD;3,9501
20240604;USD;3,9448
20240605;USD;3,9607
20240606;USD;3,953
20240607;USD;3,9389
20240610;USD;4,0159
20240611;USD;4,0443
20240612;USD;4,0342
20240613;USD;4,0119
20240614;USD;4,076
20240617;USD;4,0728
20240103;AUD;2,6932
20240104;AUD;2,676
20240105;AUD;2,6627
20240108;AUD;2,6668
20240109;AUD;2,6556
20240110;AUD;2,6604
20240111;AUD;2,6629
20240112;AUD;2,6629
20240115;AUD;2,6607
20240116;AUD;2,6655
20240117;AUD;2,6497
20240118;AUD;2,654
20240119;AUD;2,6587
20240122;AUD;2,6332
20240123;AUD;2,6438
20240124;AUD;2,6488
20240125;AUD;2,647
20240126;AUD;2,6622
20240129;AUD;2,6618
20240130;AUD;2,6619
20240131;AUD;2,6421
20240201;AUD;2,6143
20240202;AUD;2,6173
20240205;AUD;2,6159
20240206;AUD;2,6292
20240207;AUD;2,6353
20240208;AUD;2,623
20240209;AUD;2,6088
20240212;AUD;2,6191
20240213;AUD;2,6155
20240214;AUD;2,6291
20240215;AUD;2,6302
20240216;AUD;2,6304
20240219;AUD;2,6336
20240220;AUD;2,6212
20240221;AUD;2,6192
20240222;AUD;2,6203
20240223;AUD;2,6248
20240226;AUD;2,604
20240227;AUD;2,6004
20240228;AUD;2,5912
20240229;AUD;2,5885
20240301;AUD;2,5953
20240304;AUD;2,5975
20240305;AUD;2,5841
20240306;AUD;2,5858
20240307;AUD;2,6048
20240308;AUD;2,6175
20240311;AUD;2,5986
20240312;AUD;2,5907
20240313;AUD;2,5946
20240314;AUD;2,5956
20240315;AUD;2,5862
20240318;AUD;2,5965
20240319;AUD;2,594
20240320;AUD;2,5988
20240321;AUD;2,6061
20240322;AUD;2,6007
20240325;AUD;2,6
20240326;AUD;2,6015
20240327;AUD;2,6004
20240328;AUD;2,6005
20240329;AUD;2,5977
20240402;AUD;2,6028
20240403;AUD;2,5934
20240404;AUD;2,6068
20240405;AUD;2,6049
20240408;AUD;2,6024
20240409;AUD;2,5933
20240410;AUD;2,6017
20240411;AUD;2,5896
20240412;AUD;2,6044
20240415;AUD;2,6066
20240416;AUD;2,6099
20240417;AUD;2,6185
20240418;AUD;2,6149
20240419;AUD;2,6104
20240422;AUD;2,609
20240423;AUD;2,6171
20240424;AUD;2,6287
20240425;AUD;2,6296
20240426;AUD;2,6353
20240429;AUD;2,6456
20240430;AUD;2,6331
20240502;AUD;2,6458
20240506;AUD;2,6647
20240507;AUD;2,6437
20240508;AUD;2,6394
20240509;AUD;2,6354
20240510;AUD;2,6346
20240513;AUD;2,6335
20240514;AUD;2,6215
20240515;AUD;2,6165
20240516;AUD;2,6182
20240517;AUD;2,6193
20240520;AUD;2,6202
20240521;AUD;2,6112
20240522;AUD;2,6141
20240523;AUD;2,611
20240524;AUD;2,6033
20240527;AUD;2,6034
20240528;AUD;2,6092
20240529;AUD;2,6099
20240531;AUD;2,6148
20240603;AUD;2,6237
20240604;AUD;2,6237
20240605;AUD;2,635
20240606;AUD;2,6287
20240607;AUD;2,6256
20240610;AUD;2,6447
20240611;AUD;2,6694
20240612;AUD;2,6675
20240613;AUD;2,6692
20240614;AUD;2,6954
20240617;AUD;2,6904
20240103;HKD;0,5112
20240104;HKD;0,5083
20240105;HKD;0,5101
20240108;HKD;0,5099
20240109;HKD;0,5069
20240110;HKD;0,5071
20240111;HKD;0,5075
20240112;HKD;0,5082
20240115;HKD;0,511
20240116;HKD;0,516
20240117;HKD;0,5168
20240118;HKD;0,517
20240119;HKD;0,5153
20240122;HKD;0,5113
20240123;HKD;0,513
20240124;HKD;0,5133
20240125;HKD;0,5142
20240126;HKD;0,5168
20240129;HKD;0,5161
20240130;HKD;0,5156
20240131;HKD;0,5133
20240201;HKD;0,5121
20240202;HKD;0,507
20240205;HKD;0,5145
20240206;HKD;0,5175
20240207;HKD;0,5161
20240208;HKD;0,5152
20240209;HKD;0,5126
20240212;HKD;0,5139
20240213;HKD;0,5134
20240214;HKD;0,5192
20240215;HKD;0,5178
20240216;HKD;0,5155
20240219;HKD;0,5149
20240220;HKD;0,5113
20240221;HKD;0,511
20240222;HKD;0,5089
20240223;HKD;0,5119
20240226;HKD;0,5084
20240227;HKD;0,5072
20240228;HKD;0,5101
20240229;HKD;0,5085
20240301;HKD;0,51
20240304;HKD;0,5089
20240305;HKD;0,5092
20240306;HKD;0,5066
20240307;HKD;0,5048
20240308;HKD;0,5037
20240311;HKD;0,5022
20240312;HKD;0,5005
20240313;HKD;0,5019
20240314;HKD;0,5009
20240315;HKD;0,5036
20240318;HKD;0,5055
20240319;HKD;0,5097
20240320;HKD;0,51
20240321;HKD;0,5041
20240322;HKD;0,5106
20240325;HKD;0,5093
20240326;HKD;0,5075
20240327;HKD;0,5094
20240328;HKD;0,5123
20240329;HKD;0,5098
20240402;HKD;0,5111
20240403;HKD;0,5089
20240404;HKD;0,5048
20240405;HKD;0,5054
20240408;HKD;0,505
20240409;HKD;0,5008
20240410;HKD;0,5013
20240411;HKD;0,5068
20240412;HKD;0,5102
20240415;HKD;0,5135
20240416;HKD;0,5197
20240417;HKD;0,5203
20240418;HKD;0,5179
20240419;HKD;0,5195
20240422;HKD;0,5173
20240423;HKD;0,5182
20240424;HKD;0,516
20240425;HKD;0,5144
20240426;HKD;0,5141
20240429;HKD;0,5155
20240430;HKD;0,5159
20240502;HKD;0,5178
20240506;HKD;0,5143
20240507;HKD;0,5123
20240508;HKD;0,5142
20240509;HKD;0,5127
20240510;HKD;0,5102
20240513;HKD;0,5101
20240514;HKD;0,5082
20240515;HKD;0,5042
20240516;HKD;0,5021
20240517;HKD;0,5045
20240520;HKD;0,502
20240521;HKD;0,5021
20240522;HKD;0,5028
20240523;HKD;0,5046
20240524;HKD;0,504
20240527;HKD;0,5021
20240528;HKD;0,5017
20240529;HKD;0,5023
20240531;HKD;0,5039
20240603;HKD;0,5051
20240604;HKD;0,5048
20240605;HKD;0,5071
20240606;HKD;0,5062
20240607;HKD;0,5044
20240610;HKD;0,5139
20240611;HKD;0,5179
20240612;HKD;0,5166
20240613;HKD;0,5137
20240614;HKD;0,5219
20240617;HKD;0,5214
20240103;CAD;2,9947
20240104;CAD;2,9785
20240105;CAD;2,9797
20240108;CAD;2,9761
20240109;CAD;2,9665
20240110;CAD;2,9659
20240111;CAD;2,9678
20240112;CAD;2,9759
20240115;CAD;2,979
20240116;CAD;2,9906
20240117;CAD;2,9912
20240118;CAD;2,9968
20240119;CAD;2,992
20240122;CAD;2,9775
20240123;CAD;2,9782
20240124;CAD;2,9854
20240125;CAD;2,9756
20240126;CAD;3,0019
20240129;CAD;3,0015
20240130;CAD;3,0064
20240131;CAD;2,99
20240201;CAD;2,9784
20240202;CAD;2,9653
20240205;CAD;2,984
20240206;CAD;2,9913
20240207;CAD;2,9961
20240208;CAD;2,993
20240209;CAD;2,9792
20240212;CAD;2,9847
20240213;CAD;2,984
20240214;CAD;2,9973
20240215;CAD;2,9916
20240216;CAD;2,9913
20240219;CAD;2,9888
20240220;CAD;2,9641
20240221;CAD;2,9546
20240222;CAD;2,9591
20240223;CAD;2,9674
20240226;CAD;2,9414
20240227;CAD;2,941
20240228;CAD;2,9382
20240229;CAD;2,93
20240301;CAD;2,9398
20240304;CAD;2,9361
20240305;CAD;2,9318
20240306;CAD;2,9182
20240307;CAD;2,9234
20240308;CAD;2,9317
20240311;CAD;2,9144
20240312;CAD;2,9066
20240313;CAD;2,9108
20240314;CAD;2,9101
20240315;CAD;2,9113
20240318;CAD;2,9203
20240319;CAD;2,9363
20240320;CAD;2,9326
20240321;CAD;2,9236
20240322;CAD;2,9415
20240325;CAD;2,9303
20240326;CAD;2,9258
20240327;CAD;2,9317
20240328;CAD;2,9447
20240329;CAD;2,9439
20240402;CAD;2,9495
20240403;CAD;2,9342
20240404;CAD;2,9263
20240405;CAD;2,9176
20240408;CAD;2,9083
20240409;CAD;2,8898
20240410;CAD;2,8947
20240411;CAD;2,9014
20240412;CAD;2,9107
20240415;CAD;2,9269
20240416;CAD;2,9493
20240417;CAD;2,9511
20240418;CAD;2,9489
20240419;CAD;2,9566
20240422;CAD;2,9529
20240423;CAD;2,9626
20240424;CAD;2,9544
20240425;CAD;2,9459
20240426;CAD;2,9492
20240429;CAD;2,9542
20240430;CAD;2,9456
20240502;CAD;2,9507
20240506;CAD;2,9393
20240507;CAD;2,9284
20240508;CAD;2,9226
20240509;CAD;2,9185
20240510;CAD;2,9135
20240513;CAD;2,915
20240514;CAD;2,9027
20240515;CAD;2,8891
20240516;CAD;2,8771
20240517;CAD;2,8865
20240520;CAD;2,8764
20240521;CAD;2,8743
20240522;CAD;2,8729
20240523;CAD;2,8805
20240524;CAD;2,8695
20240527;CAD;2,8694
20240528;CAD;2,8752
20240529;CAD;2,8729
20240531;CAD;2,8839
20240603;CAD;2,8927
20240604;CAD;2,8837
20240605;CAD;2,8957
20240606;CAD;2,887
20240607;CAD;2,8789
20240610;CAD;2,9148
20240611;CAD;2,9375
20240612;CAD;2,934
20240613;CAD;2,9212
20240614;CAD;2,9628
20240617;CAD;2,9638
20240103;NZD;2,4961
20240104;NZD;2,4849
20240105;NZD;2,4778
20240108;NZD;2,4819
20240109;NZD;2,4751
20240110;NZD;2,4771
20240111;NZD;2,4787
20240112;NZD;2,4815
20240115;NZD;2,4726
20240116;NZD;2,4859
20240117;NZD;2,4739
20240118;NZD;2,4751
20240119;NZD;2,4654
20240122;NZD;2,4418
20240123;NZD;2,4442
20240124;NZD;2,462
20240125;NZD;2,4611
20240126;NZD;2,4649
20240129;NZD;2,4658
20240130;NZD;2,4718
20240131;NZD;2,4586
20240201;NZD;2,4403
20240202;NZD;2,4395
20240205;NZD;2,4401
20240206;NZD;2,4508
20240207;NZD;2,4637
20240208;NZD;2,4614
20240209;NZD;2,4628
20240212;NZD;2,4608
20240213;NZD;2,4491
20240214;NZD;2,4675
20240215;NZD;2,4644
20240216;NZD;2,4634
20240219;NZD;2,4748
20240220;NZD;2,4657
20240221;NZD;2,4713
20240222;NZD;2,4704
20240223;NZD;2,4763
20240226;NZD;2,4544
20240227;NZD;2,4471
20240228;NZD;2,4326
20240229;NZD;2,4237
20240301;NZD;2,4318
20240304;NZD;2,4312
20240305;NZD;2,4202
20240306;NZD;2,4188
20240307;NZD;2,4305
20240308;NZD;2,4365
20240311;NZD;2,4261
20240312;NZD;2,4134
20240313;NZD;2,4161
20240314;NZD;2,4168
20240315;NZD;2,4017
20240318;NZD;2,4099
20240319;NZD;2,4076
20240320;NZD;2,4045
20240321;NZD;2,3997
20240322;NZD;2,398
20240325;NZD;2,3911
20240326;NZD;2,392
20240327;NZD;2,392
20240328;NZD;2,3884
20240329;NZD;2,382
20240402;NZD;2,3828
20240403;NZD;2,3772
20240404;NZD;2,3857
20240405;NZD;2,3815
20240408;NZD;2,3776
20240409;NZD;2,3701
20240410;NZD;2,3848
20240411;NZD;2,3774
20240412;NZD;2,3887
20240415;NZD;2,3886
20240416;NZD;2,3957
20240417;NZD;2,4075
20240418;NZD;2,4052
20240419;NZD;2,3968
20240422;NZD;2,3945
20240423;NZD;2,3989
20240424;NZD;2,3995
20240425;NZD;2,4016
20240426;NZD;2,3989
20240429;NZD;2,4063
20240430;NZD;2,3975
20240502;NZD;2,4017
20240506;NZD;2,4198
20240507;NZD;2,4072
20240508;NZD;2,4051
20240509;NZD;2,4029
20240510;NZD;2,3984
20240513;NZD;2,3959
20240514;NZD;2,3916
20240515;NZD;2,387
20240516;NZD;2,3958
20240517;NZD;2,4036
20240520;NZD;2,3957
20240521;NZD;2,3909
20240522;NZD;2,3996
20240523;NZD;2,4092
20240524;NZD;2,4041
20240527;NZD;2,4048
20240528;NZD;2,4139
20240529;NZD;2,4088
20240531;NZD;2,4137
20240603;NZD;2,4258
20240604;NZD;2,4342
20240605;NZD;2,4502
20240606;NZD;2,4456
20240607;NZD;2,4391
20240610;NZD;2,4524
20240611;NZD;2,4773
20240612;NZD;2,4781
20240613;NZD;2,4791
20240614;NZD;2,5004
20240617;NZD;2,493
20240103;SGD;3,0074
20240104;SGD;2,99
20240105;SGD;2,9925
20240108;SGD;2,9922
20240109;SGD;2,9803
20240110;SGD;2,9788
20240111;SGD;2,9831
20240112;SGD;2,9863
20240115;SGD;2,9958
20240116;SGD;3,0117
20240117;SGD;3,0086
20240118;SGD;3,0093
20240119;SGD;3,0052
20240122;SGD;2,9807
20240123;SGD;2,996
20240124;SGD;2,9991
20240125;SGD;3,0003
20240126;SGD;3,0131
20240129;SGD;3,0065
20240130;SGD;3,0085
20240131;SGD;2,995
20240201;SGD;2,9872
20240202;SGD;2,9683
20240205;SGD;2,9899
20240206;SGD;3,0071
20240207;SGD;3,005
20240208;SGD;2,9959
20240209;SGD;2,9772
20240212;SGD;2,9869
20240213;SGD;2,983
20240214;SGD;3,0073
20240215;SGD;3,0059
20240216;SGD;2,9953
20240219;SGD;2,9923
20240220;SGD;2,974
20240221;SGD;2,9735
20240222;SGD;2,9684
20240223;SGD;2,9768
20240226;SGD;2,9593
20240227;SGD;2,9539
20240228;SGD;2,9637
20240229;SGD;2,9609
20240301;SGD;2,9646
20240304;SGD;2,9646
20240305;SGD;2,9639
20240306;SGD;2,9557
20240307;SGD;2,9557
20240308;SGD;2,9593
20240311;SGD;2,9526
20240312;SGD;2,9422
20240313;SGD;2,9445
20240314;SGD;2,9414
20240315;SGD;2,9458
20240318;SGD;2,9548
20240319;SGD;2,9678
20240320;SGD;2,9671
20240321;SGD;2,9449
20240322;SGD;2,9604
20240325;SGD;2,9585
20240326;SGD;2,9541
20240327;SGD;2,9574
20240328;SGD;2,967
20240329;SGD;2,9559
20240402;SGD;2,959
20240403;SGD;2,9478
20240404;SGD;2,9336
20240405;SGD;2,9356
20240408;SGD;2,9304
20240409;SGD;2,9118
20240410;SGD;2,9202
20240411;SGD;2,9335
20240412;SGD;2,9443
20240415;SGD;2,9554
20240416;SGD;2,9826
20240417;SGD;2,9915
20240418;SGD;2,9842
20240419;SGD;2,9869
20240422;SGD;2,9765
20240423;SGD;2,9802
20240424;SGD;2,9695
20240425;SGD;2,9629
20240426;SGD;2,9598
20240429;SGD;2,9649
20240430;SGD;2,9626
20240502;SGD;2,978
20240506;SGD;2,9766
20240507;SGD;2,9598
20240508;SGD;2,9643
20240509;SGD;2,9535
20240510;SGD;2,9462
20240513;SGD;2,9441
20240514;SGD;2,9319
20240515;SGD;2,9196
20240516;SGD;2,9152
20240517;SGD;2,9217
20240520;SGD;2,9092
20240521;SGD;2,9083
20240522;SGD;2,9106
20240523;SGD;2,9178
20240524;SGD;2,9151
20240527;SGD;2,9041
20240528;SGD;2,9065
20240529;SGD;2,908
20240531;SGD;2,9128
20240603;SGD;2,9235
20240604;SGD;2,9285
20240605;SGD;2,94
20240606;SGD;2,9341
20240607;SGD;2,9292
20240610;SGD;2,9669
20240611;SGD;2,9891
20240612;SGD;2,9837
20240613;SGD;2,9743
20240614;SGD;3,0115
20240617;SGD;3,011
20240103;EUR;4,3646
20240104;EUR;4,3525
20240105;EUR;4,3484
20240108;EUR;4,3548
20240109;EUR;4,3351
20240110;EUR;4,3413
20240111;EUR;4,3505
20240112;EUR;4,3574
20240115;EUR;4,3748
20240116;EUR;4,3934
20240117;EUR;4,3978
20240118;EUR;4,4016
20240119;EUR;4,3846
20240122;EUR;4,356
20240123;EUR;4,3697
20240124;EUR;4,3755
20240125;EUR;4,379
20240126;EUR;4,3802
20240129;EUR;4,3653
20240130;EUR;4,3634
20240131;EUR;4,3434
20240201;EUR;4,3247
20240202;EUR;4,3173
20240205;EUR;4,3278
20240206;EUR;4,3435
20240207;EUR;4,3466
20240208;EUR;4,3449
20240209;EUR;4,3167
20240212;EUR;4,328
20240213;EUR;4,3214
20240214;EUR;4,3435
20240215;EUR;4,3463
20240216;EUR;4,3414
20240219;EUR;4,339
20240220;EUR;4,3186
20240221;EUR;4,3163
20240222;EUR;4,3199
20240223;EUR;4,3326
20240226;EUR;4,3117
20240227;EUR;4,3067
20240228;EUR;4,3116
20240229;EUR;4,319
20240301;EUR;4,3176
20240304;EUR;4,3201
20240305;EUR;4,3228
20240306;EUR;4,3106
20240307;EUR;4,3045
20240308;EUR;4,3079
20240311;EUR;4,2933
20240312;EUR;4,2804
20240313;EUR;4,2896
20240314;EUR;4,287
20240315;EUR;4,2929
20240318;EUR;4,3086
20240319;EUR;4,3201
20240320;EUR;4,3242
20240321;EUR;4,3031
20240322;EUR;4,3186
20240325;EUR;4,3091
20240326;EUR;4,3093
20240327;EUR;4,3153
20240328;EUR;4,3191
20240329;EUR;4,3009
20240402;EUR;4,2934
20240403;EUR;4,2923
20240404;EUR;4,2921
20240405;EUR;4,2883
20240408;EUR;4,2805
20240409;EUR;4,2588
20240410;EUR;4,2641
20240411;EUR;4,2649
20240412;EUR;4,2666
20240415;EUR;4,2851
20240416;EUR;4,3197
20240417;EUR;4,3353
20240418;EUR;4,3309
20240419;EUR;4,3316
20240422;EUR;4,3203
20240423;EUR;4,3335
20240424;EUR;4,3177
20240425;EUR;4,3198
20240426;EUR;4,3225
20240429;EUR;4,319
20240430;EUR;4,3213
20240502;EUR;4,3323
20240506;EUR;4,3294
20240507;EUR;4,3116
20240508;EUR;4,3195
20240509;EUR;4,2993
20240510;EUR;4,2979
20240513;EUR;4,2977
20240514;EUR;4,2812
20240515;EUR;4,2635
20240516;EUR;4,2617
20240517;EUR;4,2685
20240520;EUR;4,2575
20240521;EUR;4,2572
20240522;EUR;4,2575
20240523;EUR;4,2699
20240524;EUR;4,2624
20240527;EUR;4,2528
20240528;EUR;4,2592
20240529;EUR;4,2529
20240531;EUR;4,2678
20240603;EUR;4,2817
20240604;EUR;4,2923
20240605;EUR;4,3081
20240606;EUR;4,2997
20240607;EUR;4,2891
20240610;EUR;4,3197
20240611;EUR;4,3456
20240612;EUR;4,3354
20240613;EUR;4,3355
20240614;EUR;4,3581
20240617;EUR;4,3608
20240103;HUF;0,011462
20240104;HUF;0,011468
20240105;HUF;0,011498
20240108;HUF;0,011528
20240109;HUF;0,011452
20240110;HUF;0,011476
20240111;HUF;0,011463
20240112;HUF;0,011486
20240115;HUF;0,011517
20240116;HUF;0,011551
20240117;HUF;0,011544
20240118;HUF;0,011531
20240119;HUF;0,011445
20240122;HUF;0,011392
20240123;HUF;0,011377
20240124;HUF;0,011362
20240125;HUF;0,011359
20240126;HUF;0,011343
20240129;HUF;0,011216
20240130;HUF;0,011202
20240131;HUF;0,01128
20240201;HUF;0,011236
20240202;HUF;0,011263
20240205;HUF;0,011251
20240206;HUF;0,011229
20240207;HUF;0,011217
20240208;HUF;0,011202
20240209;HUF;0,011107
20240212;HUF;0,011165
20240213;HUF;0,011168
20240214;HUF;0,011192
20240215;HUF;0,011169
20240216;HUF;0,01115
20240219;HUF;0,011147
20240220;HUF;0,011101
20240221;HUF;0,011125
20240222;HUF;0,011157
20240223;HUF;0,011144
20240226;HUF;0,011074
20240227;HUF;0,011071
20240228;HUF;0,011019
20240229;HUF;0,010965
20240301;HUF;0,010966
